HBindex,DecayRate,LogTau,FitX,FitY
5.84958,0.238801,0.621964,,
4.55262,0.205736,0.686691,,
7.33209,0.13669,0.864264,,
1.72352,0.206462,0.68516,,
1.14919,0.130481,0.884451,,
4.02274,0.173805,0.759938,,
2.69329,0.119253,0.923532,,
0.317937,0.0736293,1.13295,,
0.0830301,0.0253913,1.59531,,
0.107735,0.004,2.39794,,
1.4502,0.0900605,1.04547,,
2.66506,0.137593,0.861403,,
1.84061,0.148813,0.827359,,
0.838052,0.140386,0.852677,,
0.645673,0.160378,0.794855,,
3.13712,0.204456,0.689399,,
0.66608,0.142698,0.845584,,
2.98769,0.180195,0.744257,,
1.01734,0.0176278,1.7538,,
6.78438,0.111702,0.951939,,
1.29606,0.181231,0.741768,,
5.80716,0.173015,0.761916,,
0.628925,0.126501,0.897906,,
1.15615,0.107852,0.967174,,
0.785455,0.089009,1.05057,,
1.27083,0.100575,0.997509,,
1.44424,0.163266,0.787104,,
0.181802,0.0421864,1.37483,,
0.718432,0.0963311,1.01623,,
0.548835,0.175417,0.755928,,
6.42318,0.102882,0.98766,,
0.534234,0.098506,1.00654,,
5.28758,0.12115,0.916675,,
0.106937,0.004,2.39794,,
0.232008,0.0373238,1.42801,,
5.56834,0.173155,0.761565,,
0.729718,0.183927,0.735356,,
2.61952,0.156511,0.805455,,
0.338733,0.142215,0.847055,,
1.45691,0.127746,0.893654,,
1.97521,0.104405,0.981278,,
0.780054,0.0944369,1.02486,,
1.23755,0.0221107,1.6554,,
2.47662,0.0868198,1.06138,,
1.14882,0.162266,0.789773,,
1.45927,0.122272,0.912674,,
2.08497,0.177807,0.750051,,
4.09003,0.0532018,1.27407,,
1.84718,0.00961328,2.01713,,
0.409419,0.0821159,1.08557,,
0.908144,0.0543368,1.26491,,
0.508317,0.0842808,1.07427,,
1.72686,0.107716,0.967721,,
5.62336,0.0884798,1.05316,,
1.01379,0.108102,0.966164,,
3.34252,0.0850283,1.07044,,
1.7782,0.181143,0.741979,,
3.79275,0.080963,1.09171,,
11.0893,0.154422,0.81129,,
4.22352,0.11372,0.944162,,
8.42933,0.167551,0.775852,,
2.33431,0.136991,0.863309,,
2.90688,0.203904,0.690574,,
1.33053,0.113451,0.945192,,
1.17587,0.113392,0.945418,,
0.686094,0.115711,0.936624,,
2.27223,0.004,2.39794,,
1.70603,0.10593,0.974982,,
0.761869,0.175882,0.754778,,
4.20057,0.18215,0.73957,,
3.35118,0.0929521,1.03174,,
5.66071,0.172764,0.762546,,
11.3476,0.170344,0.768673,,
1.48059,0.0969073,1.01364,,
8.32513,0.178727,0.747809,,
1.01021,0.123213,0.909345,,
6.90488,0.091717,1.03755,,
1.11927,0.103694,0.984247,,
0.533806,0.045845,1.33871,,
1.58056,0.144895,0.838947,,
9.9886,0.218658,0.660234,,
0.895014,0.0959894,1.01778,,
17.7453,0.214212,0.669156,,
3.56752,0.0946801,1.02374,,
4.40264,0.0993723,1.00273,,
3.05985,0.153229,0.814658,,
1.16396,0.154578,0.810853,,
5.23306,0.129347,0.888242,,
0.614965,0.0818768,1.08684,,
25.4673,0.108901,0.962969,,
5.39806,0.1921,0.716472,,
0.365366,0.126648,0.897403,,
0.578124,0.0847053,1.07209,,
0.637788,0.112714,0.948024,,
8.21186,0.136422,0.865116,,
0.350839,0.0544289,1.26417,,
3.44006,0.107787,0.967433,,
7.85939,0.133992,0.872921,,
1.09919,0.159889,0.796181,,
0.611387,0.072553,1.13934,,
2.16715,0.105736,0.975776,,
1.60678,0.0449676,1.3471,,
2.58152,0.157251,0.803406,,
0.422909,0.0628773,1.20151,,
1.91224,0.131004,0.882716,,
0.435937,0.105686,0.975982,,
0.746069,0.140481,0.852384,,
2.07019,0.0663118,1.17841,,
10.7643,0.160173,0.79541,,
3.32263,0.0688859,1.16187,,
3.81629,0.162507,0.789127,,
0.470514,0.113278,0.945853,,
7.65447,0.141,0.850782,,
1.16794,0.116777,0.932642,,
0.707022,0.080034,1.09673,,
1.02106,0.12252,0.911792,,
2.01439,0.0209472,1.67887,,
7.03023,0.175288,0.756248,,
0.702997,0.124439,0.905043,,
1.3702,0.0714412,1.14605,,
2.18272,0.104749,0.97985,,
0.533867,0.0499232,1.3017,,
0.584832,0.0657521,1.18209,,
0.643101,0.0576203,1.23942,,
1.56586,0.107744,0.967605,,
0.211358,0.137064,0.863076,,
0.622195,0.120258,0.919886,,
0.0665491,0.004,2.39794,,
4.52982,0.180542,0.743422,,
0.388555,0.119207,0.923699,,
3.6256,0.004,2.39794,,
6.56194,0.192222,0.716196,,
1.73859,0.111999,0.950787,,
1.90009,0.0837477,1.07703,,
0.31426,0.0448552,1.34819,,
32.6893,0.149705,0.824764,,
1.04567,0.085439,1.06834,,
1.59699,0.130379,0.884794,,
1.23974,0.169149,0.771731,,
5.68603,0.121075,0.916945,,
1.25881,0.13966,0.854928,,
0.947702,0.0177938,1.74973,,
2.30089,0.124684,0.904189,,
2.12783,0.114376,0.941665,,
1.64859,0.167071,0.777098,,
3.82009,0.137452,0.86185,,
0.636674,0.0570027,1.2441,,
1.12606,0.15849,0.799999,,
2.22974,0.0897422,1.047,,
0.296826,0.026091,1.58351,,
1.93778,0.135639,0.867616,,
2.35201,0.0886199,1.05247,,
2.48376,0.0826435,1.08279,,
2.02802,0.206981,0.68407,,
0.269087,0.103497,0.985073,,
1.26497,0.00454479,2.34249,,
0.886739,0.0780511,1.10762,,
2.00079,0.100912,0.996058,,
0.120723,0.026233,1.58115,,
2.29463,0.113051,0.946727,,
15.2624,0.145828,0.836159,,
0.606391,0.127551,0.894315,,
1.49103,0.111465,0.952862,,
1.42066,0.133367,0.87495,,
2.02896,0.151746,0.818883,,
2.01354,0.17184,0.764875,,
2.25088,0.0566344,1.24692,,
2.80509,0.143534,0.843045,,
2.67571,0.158041,0.801231,,
9.11421,0.156677,0.804994,,
8.24938,0.178278,0.748903,,
10.775,0.145974,0.835726,,
2.53198,0.153042,0.815189,,
2.70858,0.139112,0.856634,,
1.02069,0.15752,0.802664,,
3.75581,0.0726771,1.1386,,
1.79734,0.106472,0.972764,,
0.643628,0.110256,0.957599,,
7.82249,0.148078,0.829508,,
2.73207,0.143163,0.844169,,
0.955303,0.104375,0.981402,,
0.109179,0.0605513,1.21788,,
0.931608,0.0996318,1.0016,,
0.814586,0.134018,0.872837,,
7.8551,0.13137,0.881503,,
0.943885,0.105898,0.97511,,
4.6711,0.161235,0.79254,,
7.01095,0.205733,0.686696,,
4.03223,0.189167,0.723154,,
0.403276,0.124889,0.903474,,
2.48668,0.0762311,1.11787,,
1.26677,0.0847771,1.07172,,
8.33865,0.104976,0.97891,,
4.26246,0.190769,0.719493,,
4.28633,0.121633,0.914949,,
1.05187,0.115189,0.938588,,
1.38654,0.134003,0.872885,,
1.13548,0.136957,0.863417,,
3.77841,0.102561,0.989017,,
3.96445,0.213928,0.669733,,
0.893232,0.0293763,1.532,,
3.56123,0.118922,0.924737,,
6.76843,0.126996,0.896209,,
1.33746,0.191704,0.717369,,
0.323895,0.0397029,1.40118,,
0.474322,0.0712431,1.14726,,
5.26037,0.130514,0.884343,,
8.60577,0.243129,0.614163,,
5.79845,0.0543853,1.26452,,
0.782068,0.101971,0.991522,,
0.829593,0.160193,0.795357,,
3.47938,0.132919,0.876412,,
4.29196,0.153615,0.813566,,
4.48029,0.073581,1.13323,,
3.70933,0.130825,0.883309,,
3.37308,0.138577,0.858308,,
2.51049,0.193013,0.714414,,
3.51752,0.134083,0.872626,,
3.30799,0.171005,0.766992,,
3.95963,0.118849,0.925006,,
0.739605,0.117948,0.92831,,
1.1807,0.0947627,1.02336,,
2.55215,0.120881,0.917643,,
3.51869,0.126286,0.898645,,
1.92577,0.119654,0.922072,,
0.991344,0.156199,0.806321,,
3.84882,0.137729,0.860975,,
2.99553,0.123638,0.907849,,
2.67452,0.121278,0.916219,,
8.06721,0.183501,0.73636,,
1.54181,0.0945803,1.0242,,
1.82041,0.122729,0.911054,,
1.66923,0.0746191,1.12715,,
1.90436,0.0516143,1.28723,,
1.06752,0.0494978,1.30541,,
3.95957,0.0973783,1.01154,,
