HBindex,Tau01,Tau02,Tau03,Tau04,Tau05,Tau06,Tau07,Tau08,Tau09,Tau10,Tau11,Tau12,FitX,FitY
3.0498,,,,,,,,,,,,0.0344042,,
3.05032,,,,,,0.120465,,,,,,,,
3.05486,,,,,,,,,0.0913215,,,,,
3.06881,,,,,,0.120871,,,,,,,,
3.07174,,,,,,,,0.101666,,,,,,
3.08021,,,,,,,,,,,0.0674428,,,
3.08358,,,,,,,,,,,,0.0393957,,
3.08405,0.21343,,,,,,,,,,,,,
3.08601,,,0.159466,,,,,,,,,,,
3.08623,0.192933,,,,,,,,,,,,,
3.09264,,,0.152634,,,,,,,,,,,
3.09402,,,,,,,,,,,0.058931,,,
3.1012,,,,0.143734,,,,,,,,,,
3.10453,,,,,,,,,,,,0.0435407,,
3.1068,,,,,0.128553,,,,,,,,,
3.10698,,0.170861,,,,,,,,,,,,
3.11351,,0.17497,,,,,,,,,,,,
3.11769,0.185335,,,,,,,,,,,,,
3.12861,,,,,,,,0.102349,,,,,,
3.136,,,,,,,0.108842,,,,,,,
3.14365,,,,,,,,,,,,0.0483286,,
3.14514,,0.168043,,,,,,,,,,,,
3.1452,,0.17636,,,,,,,,,,,,
3.1501,0.18643,,,,,,,,,,,,,
3.15666,0.204305,,,,,,,,,,,,,
3.16103,,,,0.139011,,,,,,,,,,
3.16813,,,,,0.12627,,,,,,,,,
3.16969,,,,,,,,,0.092202,,,,,
3.17479,,,,,,,0.109457,,,,,,,
3.18584,,,,,,,,,,,0.0690753,,,
3.19418,,,,,0.127347,,,,,,,,,
3.21613,,,,,0.126639,,,,,,,,,
3.22564,,,,,,,,0.0973803,,,,,,
3.22643,,,0.150703,,,,,,,,,,,
3.24136,,,0.160851,,,,,,,,,,,
3.24215,,,,,,0.116037,,,,,,,,
3.24245,,,,0.138898,,,,,,,,,,
3.25323,,0.170273,,,,,,,,,,,,
3.2541,,,,,,,,0.100857,,,,,,
3.25512,,,,,,,,,,0.0777224,,,,
3.25712,,,,,,0.117761,,,,,,,,
3.26125,0.196917,,,,,,,,,,,,,
3.26305,,,,,,,,,0.0947251,,,,,
3.27729,,,,,0.125144,,,,,,,,,
3.28125,0.203811,,,,,,,,,,,,,
3.28431,,,,,,,0.111193,,,,,,,
3.28479,,0.175876,,,,,,,,,,,,
3.28568,,,,,,,,,,,0.0666889,,,
3.30123,,,,,,,,,0.0881684,,,,,
3.3013,,,,,,,,,,0.0739423,,,,
3.31543,,,,,,,0.106617,,,,,,,
3.32064,,,0.15497,,,,,,,,,,,
3.32389,,,,0.140282,,,,,,,,,,
3.32504,0.191719,,,,,,,,,,,,,
3.32621,,,,,0.128022,,,,,,,,,
3.32888,,,,,0.130523,,,,,,,,,
3.33018,,,,,,,,,,0.0784772,,,,
3.33545,,0.167094,,,,,,,,,,,,
3.35366,,,,,,,,,,0.0746969,,,,
3.35422,,,,,,,,0.104285,,,,,,
3.3583,,0.171342,,,,,,,,,,,,
3.36528,,0.167748,,,,,,,,,,,,
3.37237,,,,,,,,0.10367,,,,,,
3.37317,,,,,0.133496,,,,,,,,,
3.37588,,,,,,,,0.102149,,,,,,
3.3796,,,,,,,,,0.0904835,,,,,
3.37998,,,,,,,,,0.0862983,,,,,
3.38934,,,,,,,,0.105425,,,,,,
3.39138,,,,0.142299,,,,,,,,,,
3.39235,,,,,,,,,,,0.071522,,,
3.40074,,,,,0.133044,,,,,,,,,
3.40085,,,,0.138307,,,,,,,,,,
3.40256,,0.16684,,,,,,,,,,,,
3.40486,,,0.16167,,,,,,,,,,,
3.40698,,,,,,,,,,,0.0667356,,,
3.40818,,,0.159313,,,,,,,,,,,
3.41085,,,,,,,,,,,0.0693348,,,
3.41161,,0.167862,,,,,,,,,,,,
3.41818,,,,,,,0.109536,,,,,,,
3.42508,,,0.161449,,,,,,,,,,,
3.42593,,,,,,,,,,,0.0603287,,,
3.42749,,,,,,,,,,,,0.046995,,
3.43075,,,,,,,,,,,0.0634391,,,
3.43436,,,,,,,,0.105565,,,,,,
3.43524,,,,,,,,,0.0960217,,,,,
3.43671,,,,,,,,,0.0875107,,,,,
3.4386,,,0.150217,,,,,,,,,,,
3.44475,,,,,0.128547,,,,,,,,,
3.44655,,,,,,,,,,,,0.0423558,,
3.45134,,,0.160402,,,,,,,,,,,
3.4539,,,,,,,,0.0963561,,,,,,
3.45526,,0.16559,,,,,,,,,,,,
3.45599,,,,0.137817,,,,,,,,,,
3.46477,,,0.15394,,,,,,,,,,,
3.46663,,,,,,,,,0.0924409,,,,,
3.46774,,,,,,,,,,,0.0536802,,,
3.46793,0.253848,,,,,,,,,,,,,
3.47614,,,0.150048,,,,,,,,,,,
3.48222,,0.164315,,,,,,,,,,,,
3.48826,,,,,,,,0.100162,,,,,,
3.49093,,,,,,,,,,0.0757542,,,,
3.51465,,,,,,,0.107574,,,,,,,
3.51794,,,0.160251,,,,,,,,,,,
3.52121,,0.181767,,,,,,,,,,,,
3.53387,,,,,,,,,,,0.0710567,,,
3.53551,,,0.153747,,,,,,,,,,,
3.53894,,0.170221,,,,,,,,,,,,
3.53938,,,,,0.136695,,,,,,,,,
3.53974,,,,,,,0.11132,,,,,,,
3.54442,,,,,,,,,,,,0.0498598,,
3.54894,,,0.16134,,,,,,,,,,,
3.55057,,,,,,,,,0.0961301,,,,,
3.55349,,,,,,0.117528,,,,,,,,
3.55539,,0.181089,,,,,,,,,,,,
3.56356,,,,,,0.115738,,,,,,,,
3.56787,0.189137,,,,,,,,,,,,,
3.5699,,,,,,,0.110101,,,,,,,
3.58014,,,,,,,0.112734,,,,,,,
3.58162,,,,0.143218,,,,,,,,,,
3.58261,,,0.158561,,,,,,,,,,,
3.58384,0.188593,,,,,,,,,,,,,
3.58793,,,,,,0.118027,,,,,,,,
3.58983,,,,,,,,,,0.081579,,,,
3.59661,,,,,,,,,,,,0.0220548,,
3.60154,,,,,0.137009,,,,,,,,,
3.60385,,,,,0.125514,,,,,,,,,
3.62267,,,,,,,,,,,,0.0174951,,
3.63585,,,,,,,0.11023,,,,,,,
3.64311,,,0.154707,,,,,,,,,,,
3.64689,,,,,0.135994,,,,,,,,,
3.64911,,,,,,,,,,0.0733177,,,,
3.65348,,,,,0.132742,,,,,,,,,
3.65472,,0.180909,,,,,,,,,,,,
3.65522,,,,,,,,,,0.0798096,,,,
3.65686,,,,0.137561,,,,,,,,,,
3.65922,,,,,,,,0.105551,,,,,,
3.67224,0.193752,,,,,,,,,,,,,
3.67372,,,,,,,,0.0987167,,,,,,
3.67658,,,,,,0.120385,,,,,,,,
3.67777,,,,,0.136102,,,,,,,,,
3.68373,,,,,,,,,,,,0.0164932,,
3.69254,,,,,,,,0.0973613,,,,,,
3.69418,,,,,,0.12329,,,,,,,,
3.70011,,,,,,0.123383,,,,,,,,
3.70588,,,,,0.132367,,,,,,,,,
3.70667,,,,,,,,,,,0.0668847,,,
3.70697,,0.171067,,,,,,,,,,,,
3.71494,,,,,,0.123027,,,,,,,,
3.71504,,,,0.140409,,,,,,,,,,
3.72411,,,,,,,0.108583,,,,,,,
3.72723,,0.166332,,,,,,,,,,,,
3.72767,,,,,,,,,,,,0.0384001,,
3.7305,,,,,,,0.112116,,,,,,,
3.73341,,,,,,,,0.0984208,,,,,,
3.73345,,0.165116,,,,,,,,,,,,
3.73774,,,0.154541,,,,,,,,,,,
3.73957,,,0.161102,,,,,,,,,,,
3.74209,0.184645,,,,,,,,,,,,,
3.74326,,,,,,,0.110788,,,,,,,
3.74957,,,,,0.131787,,,,,,,,,
3.7539,0.20489,,,,,,,,,,,,,
3.75738,,,,,,0.116767,,,,,,,,
3.75865,,,,,,,,0.102639,,,,,,
3.76022,0.216244,,,,,,,,,,,,,
3.76632,,,,,,0.121799,,,,,,,,
3.7681,,,,,,,,,,,0.0564478,,,
3.77637,0.193448,,,,,,,,,,,,,
3.78235,,,,,0.129954,,,,,,,,,
3.78342,,,,0.141696,,,,,,,,,,
3.78918,,,,,,,,,,0.077611,,,,
3.79497,,0.177168,,,,,,,,,,,,
3.80798,,,,,,,,,,,0.0642414,,,
3.81138,,,,,,,,,,0.082396,,,,
3.81406,,,,,,,0.108648,,,,,,,
3.82606,,,,,,,,,,,,0.0293199,,
3.82617,,,,,,,,,,0.0758742,,,,
3.83402,,,,,,0.118639,,,,,,,,
3.83727,,,,,0.137175,,,,,,,,,
3.83791,,,,,,,,,0.0847247,,,,,
3.8447,,,,,0.128186,,,,,,,,,
3.85102,,,,,,,,,,,,0.0506634,,
3.8553,,,,,,0.121779,,,,,,,,
3.8629,,,,,,0.123554,,,,,,,,
3.86406,,,0.154751,,,,,,,,,,,
3.8671,,,,,,,0.111052,,,,,,,
3.86907,,,,,,,,,,0.0815755,,,,
3.8715,,,0.156616,,,,,,,,,,,
3.8733,,,,,,,,,,,0.066133,,,
3.87649,0.250744,,,,,,,,,,,,,
3.88554,,,,,,,,0.097077,,,,,,
3.89115,,,,,,,,,,,,0.038052,,
3.90223,,,0.155018,,,,,,,,,,,
3.90802,,,,,,,,0.0991658,,,,,,
3.91274,0.222365,,,,,,,,,,,,,
3.91653,,,,,,0.117459,,,,,,,,
3.91756,,0.166211,,,,,,,,,,,,
3.92402,,,,0.146877,,,,,,,,,,
3.92561,,,,,,,,,0.0886697,,,,,
3.9271,,,,,,0.124777,,,,,,,,
3.93077,,0.171987,,,,,,,,,,,,
3.9462,0.203621,,,,,,,,,,,,,
3.95449,,,,,,,,,0.0850293,,,,,
3.95811,0.187311,,,,,,,,,,,,,
3.95867,,,,,0.126303,,,,,,,,,
3.99053,,,,,,,,0.105096,,,,,,
3.99923,,,,,,0.120673,,,,,,,,
4.01547,,0.173923,,,,,,,,,,,,
4.02441,,,,,,,,,0.0872894,,,,,
4.03978,,,,,,,,,,0.0844879,,,,
4.04346,0.190406,,,,,,,,,,,,,
4.04349,,,0.15046,,,,,,,,,,,
4.04836,,,,0.141254,,,,,,,,,,
4.05237,,,,0.145479,,,,,,,,,,
4.06292,,,0.160524,,,,,,,,,,,
4.06813,,0.165408,,,,,,,,,,,,
4.0763,0.186229,,,,,,,,,,,,,
4.08031,,,,,,,,,,,0.065628,,,
4.08749,,,,,,,,,0.0956195,,,,,
4.08807,,,,,0.129678,,,,,,,,,
4.09391,,,,,,,,,,,0.0626314,,,
4.09607,,,,,,,,0.0962394,,,,,,
4.10326,,,,,,,,,0.0945508,,,,,
4.11415,,,0.157868,,,,,,,,,,,
4.11525,0.188667,,,,,,,,,,,,,
4.11575,,,,0.147512,,,,,,,,,,
4.11824,,,,,,,,,,,0.0716966,,,
4.12587,0.197761,,,,,,,,,,,,,
4.12631,,,,,,,,0.101974,,,,,,
4.12902,,,,,,0.119721,,,,,,,,
4.13272,,,,,0.136481,,,,,,,,,
4.13273,,,,,,0.117603,,,,,,,,
4.1329,,,,,,,,0.101149,,,,,,
4.13522,,,,,,,,,,,0.0654974,,,
4.13685,,,,0.141675,,,,,,,,,,
4.14493,,,,,,,0.112916,,,,,,,
4.14634,,,,,,,,0.100323,,,,,,
4.15855,,,,,,,,,0.0893261,,,,,
4.16173,,,,,,,,,,,0.0618965,,,
4.18137,,,,,,,,,,0.0779317,,,,
4.18779,,,,,0.128678,,,,,,,,,
4.20974,,,,0.14167,,,,,,,,,,
4.2105,0.198002,,,,,,,,,,,,,
4.21578,,,,,,0.119385,,,,,,,,
4.2183,,,,,,,,,,,,0.0062138,,
4.22101,,,,0.144476,,,,,,,,,,
4.22221,,,,,,,0.109998,,,,,,,
4.22659,,,,,0.134482,,,,,,,,,
4.24172,0.206425,,,,,,,,,,,,,
4.24565,,,0.149564,,,,,,,,,,,
4.24625,,,0.159191,,,,,,,,,,,
4.24658,,,,0.143114,,,,,,,,,,
4.26901,0.202093,,,,,,,,,,,,,
4.27409,,,,0.145239,,,,,,,,,,
4.28489,,,,,,,,,,0.0757271,,,,
4.28635,,,,,0.129093,,,,,,,,,
4.28654,,,,,,,,,,,,0.0331009,,
4.28854,,,0.155003,,,,,,,,,,,
4.28928,,,,,0.134861,,,,,,,,,
4.29109,,0.170399,,,,,,,,,,,,
4.30165,,,,,0.135486,,,,,,,,,
4.30357,,,,0.147318,,,,,,,,,,
4.30441,,,,,,,,,,0.0816141,,,,
4.31491,0.184497,,,,,,,,,,,,,
4.31618,,,,,,0.123693,,,,,,,,
4.31992,,,,,,0.11667,,,,,,,,
4.32203,,,0.150506,,,,,,,,,,,
4.32341,,0.173429,,,,,,,,,,,,
4.32524,,,,,,,0.11502,,,,,,,
4.32662,,0.179049,,,,,,,,,,,,
4.33179,,,,,,,,,0.0894426,,,,,
4.34062,,,,,,,0.114449,,,,,,,
4.34367,,,,,,,,0.104732,,,,,,
4.3439,,,,0.14345,,,,,,,,,,
4.34695,,0.165317,,,,,,,,,,,,
4.34906,,,,,,,,,,,0.0681946,,,
4.36106,,,,,,,,,,0.0774288,,,,
4.36887,,,,0.139438,,,,,,,,,,
4.37446,,0.17145,,,,,,,,,,,,
4.37967,,,,,,,,0.104767,,,,,,
4.38336,,,0.162439,,,,,,,,,,,
4.38605,,0.176428,,,,,,,,,,,,
4.38669,,,,,,,,,0.0936549,,,,,
4.38876,,0.178458,,,,,,,,,,,,
4.38912,,,,,,,,0.103261,,,,,,
4.39144,,,,0.141329,,,,,,,,,,
4.39526,,,0.150752,,,,,,,,,,,
4.40223,,,,,,,,,0.0943524,,,,,
4.40673,,,0.151064,,,,,,,,,,,
4.418,,,,,,0.119109,,,,,,,,
4.41922,,,,,,,,,,0.0836771,,,,
4.42233,,,,,0.129864,,,,,,,,,
4.43034,,,,,,,,,,,0.0696872,,,
4.45256,,,,0.142955,,,,,,,,,,
4.4536,,,,,,,,,0.0946971,,,,,
4.45877,,,,,,,0.114617,,,,,,,
4.46324,,0.177641,,,,,,,,,,,,
4.46972,,0.168645,,,,,,,,,,,,
4.49004,,,,,0.127617,,,,,,,,,
4.49057,,,0.156934,,,,,,,,,,,
4.49269,,,,,,,0.108946,,,,,,,
4.51559,,,,0.142912,,,,,,,,,,
4.51781,,,,,,,,,,0.0833902,,,,
4.53429,,,,0.142819,,,,,,,,,,
4.54039,,,,,0.128079,,,,,,,,,
4.55235,,,,0.147826,,,,,,,,,,
4.55848,,0.175383,,,,,,,,,,,,
4.56351,,,,,,,,,0.0904677,,,,,
4.56929,,,,,,,0.107567,,,,,,,
4.57136,,,0.158358,,,,,,,,,,,
4.57283,,,,,0.13568,,,,,,,,,
4.57792,,,,,,,,,,,0.0706362,,,
4.58203,,,,,,,,0.104337,,,,,,
4.58393,,,,,,,,,,,0.0650825,,,
4.5863,,,,0.142293,,,,,,,,,,
4.59152,,,,,0.129129,,,,,,,,,
4.59306,,0.170607,,,,,,,,,,,,
4.59646,,,,,,,,,0.087135,,,,,
4.61248,,,0.15283,,,,,,,,,,,
4.6166,,,,,,,0.114179,,,,,,,
4.62553,,,,,0.127222,,,,,,,,,
4.62674,0.219493,,,,,,,,,,,,,
4.64616,,,,,0.129925,,,,,,,,,
4.64681,0.241871,,,,,,,,,,,,,
4.65057,,,,,0.128453,,,,,,,,,
4.65262,0.201011,,,,,,,,,,,,,
4.65583,,0.165958,,,,,,,,,,,,
4.66732,,,,,,0.118153,,,,,,,,
4.67139,,,,0.139273,,,,,,,,,,
4.67885,,,,,0.128598,,,,,,,,,
4.68035,,,,,,,,,,0.0815394,,,,
4.68841,,,,,,,,,0.094561,,,,,
4.68881,,,0.162082,,,,,,,,,,,
4.69532,,,,,0.132367,,,,,,,,,
4.70201,,0.165194,,,,,,,,,,,,
4.70875,,0.164503,,,,,,,,,,,,
4.72612,,,0.151172,,,,,,,,,,,
4.72638,,,,,,,,,,0.0842111,,,,
4.72847,,0.175347,,,,,,,,,,,,
4.73201,,,,,,0.12015,,,,,,,,
4.7368,0.189317,,,,,,,,,,,,,
4.74074,,0.168639,,,,,,,,,,,,
4.74313,0.198148,,,,,,,,,,,,,
4.74345,0.195614,,,,,,,,,,,,,
4.74548,,0.179225,,,,,,,,,,,,
4.75205,0.187985,,,,,,,,,,,,,
4.75253,,,,,,0.117437,,,,,,,,
4.75746,0.195573,,,,,,,,,,,,,
4.76766,,,,,,,0.113768,,,,,,,
4.77714,,,,,,,,,,0.0783792,,,,
4.77878,0.184996,,,,,,,,,,,,,
4.77917,0.197977,,,,,,,,,,,,,
4.79339,,,,,0.131984,,,,,,,,,
4.80167,,,,,0.129087,,,,,,,,,
4.80277,,,,,,0.123152,,,,,,,,
4.8073,,,0.151906,,,,,,,,,,,
4.83092,,,0.151593,,,,,,,,,,,
4.8506,,,,,,,,,,0.0764811,,,,
4.86176,,,0.15065,,,,,,,,,,,
4.86186,,,,,,0.123848,,,,,,,,
4.86552,0.199079,,,,,,,,,,,,,
4.86839,,,,,,0.122224,,,,,,,,
4.87735,0.189516,,,,,,,,,,,,,
4.89512,,,,,,,,,0.0953024,,,,,
4.90165,,,,,,0.123594,,,,,,,,
4.90505,,,,,,0.118533,,,,,,,,
4.91669,0.192725,,,,,,,,,,,,,
4.93958,,,,,,,,,0.0890316,,,,,
4.94417,,,,0.140204,,,,,,,,,,
4.94489,,,,0.146325,,,,,,,,,,
4.94758,,,,,,,,,,,0.0682978,,,
4.94917,0.201779,,,,,,,,,,,,,
4.9548,,,,,,,,0.09955,,,,,,
4.96505,0.188887,,,,,,,,,,,,,
4.9664,0.202319,,,,,,,,,,,,,
4.98053,,0.178999,,,,,,,,,,,,
4.98241,,0.166257,,,,,,,,,,,,
4.98359,,,,,,,0.110558,,,,,,,
4.9885,,,,,,,,0.0979099,,,,,,
4.98906,,0.172006,,,,,,,,,,,,
4.99779,,,0.158244,,,,,,,,,,,
5.01508,,,0.155961,,,,,,,,,,,
5.02511,,,,0.14825,,,,,,,,,,
5.02918,,,,,0.133325,,,,,,,,,
5.0316,,,,,,,,,0.0915197,,,,,
5.03352,,,,,,0.123358,,,,,,,,
5.03452,,,,,,,,,,,0.0571332,,,
5.0403,0.227532,,,,,,,,,,,,,
5.04215,,,,0.143579,,,,,,,,,,
5.04261,0.231775,,,,,,,,,,,,,
5.05535,,,,,,0.115782,,,,,,,,
5.05789,,,,,,,,,,,,0.0449671,,
5.06189,,0.16431,,,,,,,,,,,,
5.07422,,,,0.138388,,,,,,,,,,
5.07773,,,,,,,0.111756,,,,,,,
5.08709,,,,,,,0.113012,,,,,,,
5.08889,0.223366,,,,,,,,,,,,,
5.0933,,,,,,,,0.10291,,,,,,
5.09467,,,,,,,,,,0.0838223,,,,
5.09492,0.185217,,,,,,,,,,,,,
5.09777,,0.16943,,,,,,,,,,,,
5.11194,,,,,,,0.114703,,,,,,,
5.12124,,,,,,,,,0.0906849,,,,,
5.13128,,,,,,,,0.102668,,,,,,
5.13332,,,,,,0.1219,,,,,,,,
5.13571,,,,,,,0.110482,,,,,,,
5.13843,,,,,,,,,0.0907783,,,,,
5.13847,,,,,,,0.111242,,,,,,,
5.14265,,,,,0.135286,,,,,,,,,
5.14362,,,0.150169,,,,,,,,,,,
5.1437,,,,,,,,,,,0.0719727,,,
5.14514,0.217686,,,,,,,,,,,,,
5.15083,,,,0.143221,,,,,,,,,,
5.16597,,,0.155763,,,,,,,,,,,
5.16672,,,,,,,,0.105222,,,,,,
5.17763,,,,,,0.119918,,,,,,,,
5.18948,,,,0.142666,,,,,,,,,,
5.19363,,,,,,,,,0.0859821,,,,,
5.197,0.188342,,,,,,,,,,,,,
5.20746,,,,,,,,,0.0869123,,,,,
5.21913,,,0.154578,,,,,,,,,,,
5.21946,,0.17778,,,,,,,,,,,,
5.22046,,,,,,,,0.102206,,,,,,
5.22815,,0.171367,,,,,,,,,,,,
5.27106,,,,,,,,0.0992163,,,,,,
5.27461,,,0.153022,,,,,,,,,,,
5.27878,,,,0.138578,,,,,,,,,,
5.28345,,,,,,,0.115265,,,,,,,
5.29724,0.192098,,,,,,,,,,,,,
5.30348,,0.168409,,,,,,,,,,,,
5.3117,0.197699,,,,,,,,,,,,,
5.31249,,,,0.144733,,,,,,,,,,
5.33113,,,0.155256,,,,,,,,,,,
5.35226,,,,,,0.123,,,,,,,,
5.3633,0.196833,,,,,,,,,,,,,
5.37215,,0.169093,,,,,,,,,,,,
5.38236,,,,,0.128661,,,,,,,,,
5.38307,,,,0.144024,,,,,,,,,,
5.40223,,,,,0.132039,,,,,,,,,
5.40722,,,,,,,,,0.0953541,,,,,
5.42112,,,0.158217,,,,,,,,,,,
5.44307,,,,0.145664,,,,,,,,,,
5.45277,,0.172009,,,,,,,,,,,,
5.45535,,,,,,,,0.096249,,,,,,
5.45827,,,,,,,,,0.089826,,,,,
5.47433,,,,,,,,0.10368,,,,,,
5.47745,0.185323,,,,,,,,,,,,,
5.51457,,,,,,,,0.105232,,,,,,
5.51815,0.192139,,,,,,,,,,,,,
5.52114,,0.177388,,,,,,,,,,,,
5.52712,,,,,0.131828,,,,,,,,,
5.53034,,,0.157713,,,,,,,,,,,
5.57247,,,0.150322,,,,,,,,,,,
5.57681,0.218123,,,,,,,,,,,,,
5.57837,,,,,,,0.112964,,,,,,,
5.61478,,,0.151357,,,,,,,,,,,
5.6246,,,0.150351,,,,,,,,,,,
5.63293,,0.171286,,,,,,,,,,,,
5.64303,,,,,,,,,,,0.0594951,,,
5.64609,,,0.161008,,,,,,,,,,,
5.6533,,,,,,,,,0.0958758,,,,,
5.65882,,,0.150808,,,,,,,,,,,
5.66026,,,,0.141733,,,,,,,,,,
5.66253,0.184961,,,,,,,,,,,,,
5.67255,,,,,,0.124214,,,,,,,,
5.71059,,,,0.145608,,,,,,,,,,
5.71421,,,,,,,0.107848,,,,,,,
5.71934,,,,,,0.120666,,,,,,,,
5.72919,,0.170004,,,,,,,,,,,,
5.7339,,0.165653,,,,,,,,,,,,
5.73476,,,,,,0.121579,,,,,,,,
5.7479,,,0.153711,,,,,,,,,,,
5.75756,,,,,,,,,,0.075481,,,,
5.75921,0.215443,,,,,,,,,,,,,
5.77257,,,,,,,,0.099625,,,,,,
5.79462,,,,,,,,0.103374,,,,,,
5.79784,0.186199,,,,,,,,,,,,,
5.81628,0.22943,,,,,,,,,,,,,
5.84851,0.198683,,,,,,,,,,,,,
5.86558,,,,,0.12816,,,,,,,,,
5.86752,,,,,,,,0.0999523,,,,,,
5.87618,,,,0.140813,,,,,,,,,,
5.87672,,,0.16076,,,,,,,,,,,
5.88956,,,,,,,,0.0988095,,,,,,
5.91237,,,0.157717,,,,,,,,,,,
5.91751,0.254131,,,,,,,,,,,,,
5.93303,0.191199,,,,,,,,,,,,,
5.93357,,,,0.141723,,,,,,,,,,
5.93652,,,0.160485,,,,,,,,,,,
5.96829,,,,0.144776,,,,,,,,,,
5.97342,,,,,,,,,0.0941428,,,,,
5.97544,,,,,,,,0.10433,,,,,,
5.97807,0.188872,,,,,,,,,,,,,
5.98951,0.191818,,,,,,,,,,,,,
6.00462,,,,,,,,,0.0898652,,,,,
6.03033,,,,,,,0.112614,,,,,,,
6.04545,,,,,0.129784,,,,,,,,,
6.05789,,0.18128,,,,,,,,,,,,
6.06689,,0.164929,,,,,,,,,,,,
6.06829,,,,0.142596,,,,,,,,,,
6.07665,,,,,,,,0.0988257,,,,,,
6.07889,,,0.157958,,,,,,,,,,,
6.09345,0.2128,,,,,,,,,,,,,
6.13312,,0.167119,,,,,,,,,,,,
6.14063,,,,,,0.121085,,,,,,,,
6.15473,,0.173946,,,,,,,,,,,,
6.15863,0.192763,,,,,,,,,,,,,
6.1593,0.20855,,,,,,,,,,,,,
6.16718,,,,,0.136905,,,,,,,,,
6.17078,,,,0.146236,,,,,,,,,,
6.17098,,,,,0.13642,,,,,,,,,
6.18393,,,,,,0.119539,,,,,,,,
6.1856,,0.181976,,,,,,,,,,,,
6.21076,,,,,,,0.11443,,,,,,,
6.21157,0.195151,,,,,,,,,,,,,
6.22615,,,,,,,,0.102058,,,,,,
6.22999,,,,0.137799,,,,,,,,,,
6.23154,0.211202,,,,,,,,,,,,,
6.23216,0.226808,,,,,,,,,,,,,
6.23752,,,0.150767,,,,,,,,,,,
6.25356,,0.173046,,,,,,,,,,,,
6.263,,,0.15687,,,,,,,,,,,
6.27314,,,,,,,,,,0.0820412,,,,
6.29266,,0.177676,,,,,,,,,,,,
6.31485,,0.165332,,,,,,,,,,,,
6.33568,,,0.157913,,,,,,,,,,,
6.3433,,,,,,,,0.0990531,,,,,,
6.34668,,0.175497,,,,,,,,,,,,
6.34931,0.211981,,,,,,,,,,,,,
6.35963,,,,,,,0.111224,,,,,,,
6.36041,,,,,,,,,0.0909582,,,,,
6.38326,0.237908,,,,,,,,,,,,,
6.40085,,,,,,,,,0.08656,,,,,
6.42175,,0.172451,,,,,,,,,,,,
6.45792,,,,,,,,,,,,0.0454978,,
6.47245,,,,0.148726,,,,,,,,,,
6.4745,,,,,,,,,,,0.0609074,,,
6.4878,0.212295,,,,,,,,,,,,,
6.50539,,0.165524,,,,,,,,,,,,
6.51956,0.195677,,,,,,,,,,,,,
6.53747,,,,,0.13295,,,,,,,,,
6.55162,,0.163561,,,,,,,,,,,,
6.55807,0.213009,,,,,,,,,,,,,
6.58363,,,0.154606,,,,,,,,,,,
6.59036,0.214744,,,,,,,,,,,,,
6.60012,,,,,,,,0.100675,,,,,,
6.60123,0.229503,,,,,,,,,,,,,
6.60497,,,,,,0.118452,,,,,,,,
6.61255,,,,,0.136952,,,,,,,,,
6.61693,0.187854,,,,,,,,,,,,,
6.61961,,,0.160757,,,,,,,,,,,
6.62978,0.23994,,,,,,,,,,,,,
6.63239,,,,,0.134393,,,,,,,,,
6.64343,0.227885,,,,,,,,,,,,,
6.64475,,,,0.137934,,,,,,,,,,
6.65154,,,,,,0.124162,,,,,,,,
6.65214,,0.17073,,,,,,,,,,,,
6.66076,,,,,,0.116226,,,,,,,,
6.66552,0.183659,,,,,,,,,,,,,
6.67705,,,0.154029,,,,,,,,,,,
6.68493,,,,,,,,0.102878,,,,,,
6.69281,,,,,,0.117258,,,,,,,,
6.70193,,,,0.145572,,,,,,,,,,
6.70763,,,,,,0.118409,,,,,,,,
6.71686,0.195395,,,,,,,,,,,,,
6.7266,,,0.161417,,,,,,,,,,,
6.7358,,,,,,,,0.0961388,,,,,,
6.78854,,,,,,,,,,,,0.0508069,,
6.79251,,,,,,,0.107285,,,,,,,
6.79363,,,,,,0.116019,,,,,,,,
6.80189,,,,,,0.117769,,,,,,,,
6.81362,,,,,,,,,0.0938053,,,,,
6.82729,,,,,,,,,,0.0825206,,,,
6.83184,,,,,,,0.106802,,,,,,,
6.85602,,,0.153906,,,,,,,,,,,
6.85669,,,,,0.131093,,,,,,,,,
6.86629,,,0.158782,,,,,,,,,,,
6.86786,,0.164484,,,,,,,,,,,,
6.87911,0.193366,,,,,,,,,,,,,
6.90392,0.196264,,,,,,,,,,,,,
6.91055,,0.164943,,,,,,,,,,,,
6.93394,,,0.154957,,,,,,,,,,,
6.9418,,,0.152637,,,,,,,,,,,
6.96027,,,,,0.12998,,,,,,,,,
6.96585,,,,,,,0.113983,,,,,,,
6.96974,,0.165074,,,,,,,,,,,,
6.97207,0.19642,,,,,,,,,,,,,
6.97449,,,,,,,,,,0.0836287,,,,
6.98592,0.204545,,,,,,,,,,,,,
7.0161,,,0.149806,,,,,,,,,,,
7.02148,,,,,,0.115713,,,,,,,,
7.04721,0.196266,,,,,,,,,,,,,
7.05276,0.202871,,,,,,,,,,,,,
7.05383,,0.178746,,,,,,,,,,,,
7.05658,,0.178632,,,,,,,,,,,,
7.08081,,,,,0.131349,,,,,,,,,
7.1137,,,,,,,,0.0966794,,,,,,
7.11794,0.189762,,,,,,,,,,,,,
7.11858,,0.170717,,,,,,,,,,,,
7.14335,,,,,0.134688,,,,,,,,,
7.14432,,,,,0.130201,,,,,,,,,
